name,Target,Common name / Synonyms,Developer,Clinical domain,Clinical indication,Development status,Monoclonal Antibody (mAb),Linker,Drug/Payload,Cleavage Mechanism/MOA,Notes,References,Clinical Trials,Drug description,Species,Trade/Property Name,Development Technology,International Nonproprietary Name,INN Proposed / List and Year,INN Number,INN Recommended / List and Year,CAS,UNII (FDA),Expression system,Molecular Formula,Molecular Weight,Patents,Regulatory decisions,Origin clone species,NDC Code,Exact Mass,Additional Find Terms,Specificity target name,Molecular Formula: Description,Application,Regulatory agency status and year,Highlight of Prescribing Information,PubChem Structure,MeSH Unique ID,MeSH Heading,Monoisotopic Mass,Molecular Formula: Biological Sequence,Summary of Product Characterization
Tamrintamab Pamozirine | SC-003 | Anti-DPEP3 ADC,"DPEP3 (dipeptidase 3) also known as MBD3, a glycosylphosphatidylinositol anchored membrane protein from the DPEP family of dipeptidase proteins, which are involved in the hydrolytic metabolism of various dipeptides and some antibiotics containing amide-like linkages. ",SC-003 SC-003 ADC Anti-DPEP3 ADC hSC34.28-PBD1 DC-1728001,AbbVie Stemcentrx LLC ,Oncology,,Phase I,"Immunoglobulin G1-kappa, anti-[Homo sapiens DPEP3 (dipeptidase 3)], humanized monoclonal antibody",Protease-cleavable maleimide linker (LD6.23),A pyrrolobenzodiazepine dimer (PBD) SC-DR002  An average of 2 cysteinyl (Cys215' and Cys215''') ,,"The payload is conjugated to the monoclonal antibody at Cys215' and Cys215'''  Pamozirine:  (111aS,911S,911aS,16S,19S,273RS)-911-hydroxy-17,97-dimethoxy-12,92,16-trimethyl-15,95,10,15,18,21,272,275-octaoxo-19-(propan-2-yl)-15,111a,911,911a-tetrahydro-11H,91H,95H-2,8,11-trioxa-14,17,20-triaza-1(8),9(8,10)-bis(pyrrolo[2,1-c][1,4]benzodiazepina)-27(1)-pyrrolidina-13(1,4)-benzenaheptacosaphan-273-yl ",,Study of SC-003 Alone and in Combination With ABBV-181 in Subjects With Platinum-Resistant/Refractory Ovarian Cancer - NCT02539719 https://www.clinicaltrials.gov/ct2/show/NCT02539719,"Tamrintamab pamozirine, also known as SC-003, is an ADC composed of a proprietary antibody against DPEP3 (dipeptidase 3) also known as MBD3, a glycosylphosphatidylinositol anchored membrane protein from the DPEP family of dipeptidase proteins.  The humanized monoclonal antibody is conjugated to a pyrrolobenzodiazepine dimer (pbd) SC-DR002.",Humanized (VH 85.7%) (VL 86.5%),,,Tamrintamab pamozirin,120 | 2018,10961,82 | 2019,2148334-68-1,GM0RU5SU0E,CHOK1SV (expresses glutamine synthetase (GS) endogenously) cells,,,Novel anti-dpep3 antibodies and methods of use (Canada: CA2932476A1; Europe: EP3080607A2),,,,,Pamozirine,,,Ovarian cancer and in particular in OV-S subtypes of ovarian cancer. ,,,,,,,,
Telisotuzumab Vedotin | ABBV 399 | Teliso-V | ABT-700-vcMMAE,"c-MET (Met proto-oncogene, Hepatocyte growth factor (HGF) receptor, HGFR, Scatter factor (SF) receptor, HGF/SF receptor, receptor tyrosine-protein kinase c-met, papillary renal cell carcinoma 2, RCCP2)",ABBV-399 ABBV399 ABBV 399 ABT-700-vcMMAE Teliso-V cMet-Targeted ADC,AbbVie,Oncology,Solid Tumors (c-Met expressing Non Small Cell Lung Cancer / NSCLC) ,"Phase I Phase II  A phase II study to identify the target Non-Small Cell Lung Cancer (NSCLC) patients that over express c-Met (c-Met+) best suited for telisotuzumab vedotin therapy in the second line or third line setting (Stage 1) and then to expand the group(s) to further evaluate efficacy in the selected population(s) (Stage 2)(update June 2020).  An open-label, dose-escalation phase I study designed to evaluate the safety, pharmacokinetics, and preliminary efficacy of ABBV-399 in participants with advanced solid tumors. (update March 2019)  A Phase II Study of ABBV-399 in Patients With C-Met Positive Stage IV or Recurrent Squamous Cell Lung Cancer. (update: June 2020)  A Phase I/Ib open-label study evaluating the safety, pharmacokinetics (PK), and preliminary efficacy of ABBV-399 as monotherapy and in combination with osimertinib, erlotinib, and nivolumab in subjects with advanced solid tumors likely to express c-Met. Enrollment is closed for the monotherapy arms, Arm A, and Arm D. (update: February 2020).",IgG1 - kappa  ABT-700,A cleavable maleimidocaproyl-valyl-citrullinyl-p-aminobenzyloxycarbonyl (mc-val-cit-PABC) type linker.  ,Monomethyl Auristatin E (MMAE)  On an average of 3-4 lysyl,c-Met receptor tyrosine kinase (c-MET) (MET) (HGFR) (c-Met proto-oncogene) inhibitor,,,"Study of Telisotuzumab Vedotin (ABBV-399) in Subjects With Previously Treated c-Met+ Non-Small Cell Lung Cancer - NCT03539536 https://www.clinicaltrials.gov/ct2/show/NCT03539536  A Study to Evaluate the Safety and Pharmacokinetics ABBV-399 in Japanese Participants With Solid Tumors - NCT03311477 https://www.clinicaltrials.gov/ct2/show/NCT03311477  Lung-MAP S1400K: c-MET Positive -  NCT03574753 https://www.clinicaltrials.gov/ct2/show/NCT03574753  A Study Evaluating the Safety, Pharmacokinetics (PK), and Preliminary Efficacy of ABBV-399 in Subjects With Advanced Solid Tumors - NCT02099058 https://adcreview.com/adc-university/adcs-101/clinical-trials/nct02099058/",https://adcreview.com/abbv-399-abbv-399-abt-399-drug-description/,Humanized,,,Telisotuzumab vedotin,115 | 2016,10365,77 | 2017,1714088-51-3,976X9VXC3Z,CHO (Chinese Hamster Ovary) glutamine synthetase (GS) deficient cells.,C68-H106-N11-O15-S,,,,,,,,,,,,,,,,,,
Tisotumab Vedotin | HuMax®-TF-ADC,"Tissue Factor (TF), coagulation factor III (thromboplastin) also known as CD142, a protein encoded by the F3 gene present in subendothelial tissue and leukocytes. ",TF-011-MMAE  HuMax-TF-ADC,Co-developed by Genmab and Seattle Genetics,Oncology,Solid Tumor  Cervical Cancer,Phase I  Phase II,Immunoglobulin G1-kappa,A cleavable maleimidocaproyl-valyl-citrullinylp-aminobenzyloxycarbonyl (mc-val-cit-PABC) type linker on an average of 3-4 cysteinyl,Monomethyl Auristatin E (MMAE),Tubulin polymerase inhibitor.    ,,,NCT02552121,Thromboplastin inhibitors,Homo sapiens (VH 93.9%) (VL 96.8%),,,Tisotumab Vedotin ,113 | 2015,10148,75 | 2016,1418731-10-8,UNII-T41737F88A,CHO (Chinese Hamster Ovary) cells,,,,,,,,,,,,,,,,,,,
Trastuzumab Emtansine | T-DM1 | Kadcyla®,"HER2/neu proto-oncogene (also called c-erbB-2)  ERBB2 (epidermal growth factor receptor 2, receptor tyrosine-protein kinase erbB-2, EGFR2, HER2, HER-2, p185c-erbB2, NEU, CD340)  ",Ado-Trastuzumab Emtansine T-DM1 Trastuzumab-DM1 Trastuzumab-MCC-DM1 PRO132365 PRO 132365 RG3502,Genentech Roche  In collaboration with ImmunoGen,Oncology,HER2+ metastatic breast cancer (MBC),Approved 2013 Approved 2019,Trastuzumab,Noncleavable succinimidyl-4-(N-maleimidomethyl) cyclohexane-1-carboxylate (SMCC) linker  ,"Maytansine DM1, a microtubule inhibitor.   N2'-(3-((1-((4-carboxycyclohexyl)methyl)-2,5-dioxo-3-pyrrolidinyl)thio)-1-oxopropyl)-N2'-deacetylmaytansine  on an average of 3-4 lysyl",Nonreducible thioether linkage     ,Genentech website (US): https://www.kadcyla.com/hcp.html,,NCT02073916 - https://clinicaltrials.gov/ct2/show/NCT02073916   NCT02038010 - https://clinicaltrials.gov/ct2/show/NCT02038010  NCT03364348 - https://clinicaltrials.gov/ct2/show/NCT03364348  NCT03587740 - https://clinicaltrials.gov/ct2/show/NCT03587740  NCT02073487 - https://clinicaltrials.gov/ct2/show/NCT02073487,"Early Breast Cancer (EBC)  Trastuzumab Emtansine, as a single agent, is indicated for the adjuvant treatment of patients with HER2-positive early breast cancer who have residual invasive disease after neoadjuvant taxane and trastuzumab-based treatment.  Select patients for therapy based on an FDA-approved companion diagnostic for Trastuzumab Emtansine.  Metastatic Breast Cancer (MBC)  Trastuzumab Emtansine, as a single agent, is indicated for the treatment of patients with HER2-positive, metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination. Patients should have either:  - Received prior therapy for metastatic disease, or - Developed disease recurrence during or within six months of completing adjuvant therapy",Humanized (VH 81.6%) (VL 86.3%),Kadcyla®,,Trastuzumab Emtansine,103 | 2010,9295,65 | 2011,1018448-65-1,SE2KH7T06F,,,973.5557,,,Mus musculus,50242-087-01,148.5 kg/mol,BLA125427 (FDA Application Number),,,,"First approved by the FDA on February 22, 2013  Additional Approval 2019",,,,,,,https://www.ema.europa.eu/en/medicines/human/EPAR/kadcyla
"Trastuzumab deruxtecan (DS-8201, DS-8201a)","ERBB2 (epidermal growth factor receptor 2, receptor tyrosine- protein kinase erbB-2, EGFR2, HER2, HER-2, p185c-erbB2, NEU, CD340)","DS-8201, DS-8201a",Daiichi Sankyo Inc.,Oncology,Solid tumors (including Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Breast Cancer),Phase I,IgG1 - kappa,"A tetrapeptide linker, Gly-Phe-Leu-Gly (GFLG).  An average of 8 cysteinyl  ","A topoisomerase I inhibitor payload, a derivative of the camptothecin analog exatecan (DXd; DX-8951 derivative).  Average drug-to-antibody ratio 7 - 8",,"U.S. Food and Drug Administration (FDA) has granted Breakthrough Therapy designation for the treatment of HER2-positive, locally advanced or metastatic breast cancer in patients who have been treated with trastuzumab and pertuzumab and have disease progression after therapy with ado-trastuzumab emtansine.",,NCT03248492 - http://adc.expert/2eYaukS  NCT03734029 - https://clinicaltrials.gov/ct2/show/NCT03734029  NCT03523585 - https://clinicaltrials.gov/ct2/show/NCT03523585  NCT03529110 - https://clinicaltrials.gov/ct2/show/NCT03529110,,Humanized,,,Trastuzumab deruxtecan [fam-] trastuzumab deruxtecan (US only),2016,10516,,1826843-81-5,UNII-5384HK7574,CHO (Chinese Hamster Ovary) cells,,,,FDA Fast Track designation for HER2-positive metastatic breast cancer.,,,,http://adc.expert/2eDBalW |  http://adc.expert/2eYaukS,,,,,,,,,,,
Trastuzumab duocarmazine | SYD985 | Trastuzumab vc-seco-DUBA,"ERBB2 (epidermal growth factor receptor 2, receptor tyrosine-protein kinase erbB-2, EGFR2, HER2, HER-2, p185c-erbB2, NEU, CD340) ",SYD985;  SYD 985;  Trastuzumab vc-seco-DUBA; Trastuzumab valine-citrulline-seco-duocarmycinhydroxybenzamide-azaindole ,Synthon Biopharmaceuticals (now Byondis,Oncology,Solid tumors (HER2-expressing breast cancer) - Breast cancer - Uterine Serous Carcinoma (USC),"Phase I Phase II  An open-label, single-arm phase II study in patients with HER2-expressing recurrent, advanced or metastatic endometrial carcinoma.(update April 2020)  A two-part phase I study with the trastuzumab duocarmazine (SYD985) in combination with niraparib aimed at evaluating safety, pharmacokinetics and efficacy in patients with HER2-expressing locally advanced or metastatic solid tumors. (update: June 2020)  A phase III study to demonstrate that SYD985 [(vic-)trastuzumab duocarmazine] is superior to physician's choice in prolonging progression free survival.{update April 2020)  A phase I study is to evaluate the safety of a new medicinal drug SYD985 at different dose levels in patients with cancer, to understand how SYD985 is handled by the body and to evaluate the effect of SYD985 on the cancer.(update November 2019)",IgG1 - kappa,A cleavable linker N-[2-(2 maleimidoethoxy)ethoxycarbonyl]-L-valyl-L-citrullinyl- p-aminobenzyloxycarbonyl-N-[2-(2-hydroxyethoxy)ethyl]- N-[2-(methylamino)ethyl]carbamoyl   An average of 2 or 4 cysteinyl,Duocarmycin / Seco-DUBA,,,https://mct.aacrjournals.org/content/15/8/1900  https://www.sciencedirect.com/science/article/abs/pii/S0090825817308041,"SYD985 in Patients With HER2-expressing Recurrent, Advanced or Metastatic Endometrial Carcinoma -  NCT04205630 https://www.clinicaltrials.gov/ct2/show/NCT04205630  Phase I Study of SYD985 With Niraparib in Patients With Solid Tumors - NCT04235101 https://www.clinicaltrials.gov/ct2/show/NCT04235101  SYD985 vs. Physician's Choice in Participants With HER2-positive Locally Advanced or Metastatic Breast Cancer (TULIP) - NCT03262935 -  https://clinicaltrials.gov/ct2/show/NCT03262935  First-in-human Study With the Antibody-drug Conjugate SYD985 to Evaluate Safety and Efficacy in Cancer Patients - NCT02277717 - https://clinicaltrials.gov/ct2/show/NCT02277717",,Humanized,,,Trastuzumab duocarmazine,115 | 2016,10273,77 | 2017,1642152-40-6,UNII-XCR2BZ80N7,CHO (Chinese Hamster Ovary) cells,C68-H82-Cl-N13-O19-S,,Key IP: EP2560645A2,,Mus musculus,,,,,,,,,,,,,,
Upifitamab Rilsodotin - XMT-1536,NaPi2b; Sodium-dependent phosphate transport protein 2B is involved in actively transporting phosphate into cells via Na+ co-transport. NaPi2b is highly expressed in 75 to 90% of both non-squamous NSCLC and epithelial ovarian cancer.,XMT1536; XMT-1536,Mersana Therapeutics,Oncology,Solid tumors; NSCLC; Ovarian cancer,Preclinical; Currently in Investigational New Drug Application (IND enabling studies) and we expect it to enter clinical development in early 2018.,,,A Proprietary auristatin payload.  Drug-to-Antibody Ratio (DAR) between 12 to 15,,NaPi2b was evaluated as an ADC (lifastuzumab vedotin) by Genentech in studies that indicated that NaPi2b could be safely targeted by an ADC. These studies confirmed clinical activity in ovarian cancer. ,,,,,,"Mersana's Dolaflexin platform technology consisting of Fleximer, a biodegradable, highly biocompatible, water soluble polymer, to which are attached multiple molecules of the company's proprietary auristatin drug payload, using a linker specifically optimized for use with Mersana's polymer",,,,,,,,,,,,,,,,,,,,,,,,,,
VIS705,"Pseudomonas aeruginosa, a type of Gram-negative bacterial infection. The antibody targets a core region of lipopolysaccharide present at high density on P. aeruginosa and common across serotypes.",,Visterra ,Antibacterials,P. aeruginosa,Lead optimization / Preclinical,,,Anti-microbial cell-killing peptide.,Immunostimulants,,,,,,,,,,,,,,,,,,,,,,,,,"A single-dose curative therapy, engineered to kill all strains of the Pseudomonas bacteria, including strains that have been found to be multi-drug resistant.",,,,,,,,
VLS-101,Receptor tyrosine kinase-like orphan receptor 1 (ROR1),VLS-101,VelosBio,Hematology,- Chronic Lymphocytic Leukemia  - Mantle Cell Lymphoma Follicular  - Lymphoma Marginal Zone - Lymphoma Diffuse Large B-cell  - Lymphoma Richter Transformation - Lymphoma Burkitt Lymphoma  - Lymphoplasmacytoid Lymphoma  - T-cell Non-Hodgkin Lymphoma  - Acute Lymphoid Leukemia Acute  - Myeloid Leukemia Waldenstrom Macroglobulinemia,"Phase I  Phase I dose-escalation study evaluating the safety, pharmacokinetics, pharmacodynamics, immunogenicity, and efficacy of VLS-101 across a range of dose levels when administered to subjects with previously treated relapsed or refractory chronic hematological malignacies (see clinical indication) (Update: February 2020). ",A humanized monoclonal antibody targeting ROR1,A proteolytically cleavable linker.,"Monomethyl auristatin E (MMAE),  an anti-microtubule cytotoxin, ",,,,A Phase 1 Dose-Escalation and Cohort-Expansion of VLS-101 in Hematologic Malignancies - NCT03833180 https://clinicaltrials.gov/ct2/show/NCT03833180,"VLS-101 binds to ROR1-expressing tumor cells, resulting in internalization of the ADC-ROR1 complex. Within these tumor cells, lysosomal enzymes release the cytotoxin (ie, MMAE). Binding of MMAE to tubulin disrupts the microtubule network within the tumor cell, subsequently inducing cell-cycle arrest and apoptotic tumor cell death.  VLS-101 has demonstrated in vivo activity, including complete regression of tumors, in nonclinical models of hematologic malignancies and solid tumors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VYNFINIT® | Vintafolide (EC145/MK 8109),Folate Receptor,Vintafolide; EC145; MK 8109;  MK8109,"Endocyte, Merck/MSD",Oncology,Ovarian Cancer;  Platinum-resistant ovarian cancer; Non-Small Cell Lung Cancer;,I (advanced cancers) and IIb (TARGET; non-small cell lung cancer - NSCLC),,,Vinblastine,Microtubule depolymerization,,,,"Vintafolide is an investigational conjugate of folic acid (vitamin B9) linked vinca alkaloid desacetylvinblastine hydrazide (DAVLBH), a potent, anticancer agent. The drug is designed to selectively target the folate receptor to deliver the anti-cancer agent to the cancerous tissue. ",,Vynfinit®; Endocyte,,,,,,,,,,,,The European Medicines Agency (EMA) and the U.S. Food and Drug Administration (FDA) both have granted orphan drug status to  Vintafolide.,,,,,,,,,,,,,,,
Vadastuximab talirine | SGN-CD33A,"CD33 (Sialic acid binding Ig-like lectin 3, SIGLEC3, SIGLEC-3, gp67, p67) ",SGN-CD33A; h2H12ec-SGD-1910; h2H12ec-mc-val-ala-SGD-1882; EC-mAb,Seattle Genetics,"Oncology, Hematoloy, Immunology",Acute myeloid leukemia (AML); Ulcerative Colitis (UC);  Myelodysplastic syndromes (MDS);  Gastric Adenocarcinoma,Phase I Phase I/II Phase III  Seattle Genetics discontinued the Phase III CASCADE Trial of Vadastuximab Talirine in Front-Line AML in June 2017.  ,IgG1 - kappa,"A cleavable (valine-alanine dipeptide as cathepsine B cleavage site) maleimidocaproyl type linker.   An average of 2 site-specific drug attachment engineered cysteines (C239, C239')",Pyrrolobenzodiazepine (PBD) dimer SGD-1882,DNA minor groove cross linker ,,,A Safety Study of SGN-CD33A in AML Patients - NCT01902329,A CD33 directed antibody conjugated to the pyrrolobenzodiazepine (PBD) dimer SGD-1882 via a cleavable (valine-alanine dipeptide as cathepsine B cleavage site) maleimidocaproyl type linker,Chimeric,,,Vadastuximab talirine,113 | 2015,9983,75 | 2016,1436390-64-5,T13V17U431,CHO (Chinese Hamster Ovary) cells,C63-H71-N9-O14-S,1210.3689,,"EMA Orphan drug designation in Acute Myeloid Leukemia (AML), August 10, 2015",Mus musculus,,,,,,,,,,,,,,
Vandortuzumab vedotin (RG7450; DSTP3086S),Anti-six transmembrane epithelial antigen of the prostate 1 (STEAP1); a membrane protein overexpressed in prostate cancer (PRSS24),"DSTP-3086S, DSTP3086S; MSTP2109A; RG-7450; RG7450; Anti-STEAP1 ADC.",Genentech/ F. Hoffmann-La Roche (Roche),Oncology,Metastatic castration-resistant Prostate Cancer,Phase I; This program has been discontinued,IgG1 - kappa,Cleavable maleimidocaproyl-valyl-citrullinyl-p-aminobenzyloxycarbonyl (mc-val-cit-PABC) type linker.  An average of 3-4 cysteinyl,Monomethyl auristatin E (MMAE) ,"Cleavable mc-val-cit-PABC. Tubulin polymerase inhibitor, tubulin inhibitors, apoptosis stimulants; mitosis inhibitor.",,,http://adc.expert/1GBGu0U,,Humanized,,Seattle Genetics' ADC technology,Vandortuzumab vedotin,112 | 2014,10018,74 | 2015,1471985-92-8,44OUQ00D1U,,,,,,,,,,,,,,,,,,,,
Vorsetuzumab mafodotin (SGN-75),"CD70 (tumor necrosis factor superfamily member 7, TNFSF7, CD27LG, CD27L)",SGN-75,Seattle genetics,Oncology | Hematology | Immunology,Non-Hodgkin’s lymphoma (NHL);  renal cell carcinoma (RCC); CD70-positive hematologic malignancies,Phase I / Ib This program has been discontinued,IgG1 - kappa,Maleimidocaproyl  Phenylalanine (a non-cleavable maleimidocaproyl (mc) linker).   An average of 3-5 cysteinyl,Monomethyl Auristatin F (MMAF),Tubulin polymerase inhibitor ,,,http://adc.expert/1EpirjV,,Humanized,,,Vorsetuzumab mafodotin,107 | 2012,9610,69 | 2013,1165741-01-4,UNII-699619YVTQ,,C6476-H10006-N1726-O2028-S50. 3-5(C49-H78-N6-O11),1046.3297,,,,,,,,,,,,,,,,,
W0101,Insulin-like growth factor type 1 receptor (IGF-1R) ,W0101,Pierre Fabre In collaboration with Roche,Oncology,"Advanced or metastatic solid tumors, including:  - squamous non-small-cell lung cancer (sqNSCLC) - head-and-neck cancer - ER+ HER2- invasive breast cancer.","Phase I/II  Phase I/II Open Label Dose Escalation and Dose Expansion Study of Intravenous Infusion of W0101, an Antibody-drug Conjugate, in Patients With Advanced or Metastatic Solid Tumors. (Updated: April 2020)",hz208F2-4,, Auristatin derivative,,,"https://mct.aacrjournals.org/content/early/2019/10/08/1535-7163.MCT-19-0219  Barbara Akla, Noureddine Loukili, Alain Robert, Charlotte Beau-Larvor, Martine Malissard, Jean-Francois Haeuw, Alain Beck, Michel Perez, Cyrille Dreyfus, Mariya Pavlyuk, Eric Chetaille, Nathalie Corvaia. New approach for old target: W0101 antibody drug conjugate effectively inhibits tumor growth in preclinical models of IGF-1R overexpressing solid tumors [abstract]. In: Proceedings of the American Association for Cancer Research Annual Meeting 2018; 2018 Apr 14-18; Chicago, IL. Philadelphia (PA): AACR; Cancer Res 2018;78(13 Suppl):Abstract nr 815.",A Study of a New Investigational Medicinal Product to Treat Patients With Advanced or Metastatic Solid Tumors (Ulysse) - NCT03316638 https://clinicaltrials.gov/ct2/show/NCT03316638,"In preclinical studies, W0101 induced receptor-dependent cell cytotoxicity in vitro when applied to various cell lines overexpressing IGF-1R but it did not affect normal cells.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
